6443,"Big Trail, The (1930)",Adventure|R
6445,Cloak and Dagger (1946),Drama|Roman
6446,"Comancheros, The (1961)",Action|Ad
6447,Duel at Diablo (1966),War          
6448,"Flight of the Phoenix, The (1965)"
6449,From the Terrace (1960),Drama      
6450,"Heaven Knows, Mr. Allison (1957)",
6451,"Hot Rock, The (1972)",Comedy|Crime
6452,"Long, Hot Summer, The (1958)",Dram
6453,Man of Aran (1934),Documentary     
6454,Music Box (1989),Drama             
6455,North to Alaska (1960),Comedy|Weste
6456,This Man Must Die (Que la bête meur
6457,Sink the Bismark! (1960),Action|Dra
6458,"Blue Max, The (1966)",Adventure|Dr
6459,"Desert Fox, The (1951)",Drama|War 
6460,"Trial, The (Procès, Le) (1962)",Dr
6461,"Unforgiven, The (1960)",Drama|West
6462,"Undefeated, The (1969)",Western   
6463,Divine Trash (1998),Documentary    
6464,Good Burger (1997),Children|Comedy 
6465,Jubilee (1977),Drama               
6466,Mississippi Masala (1991),Drama|Rom
6467,Quai des Orfèvres (Jenny Lamour) (1
6468,"Stranger Among Us, A (1992)",Crime
6469,Cahill U.S. Marshal (Cahill: United
6470,Chisum (1970),Western              
6471,Defense of the Realm (1986),Thrille
6472,Eat a Bowl of Tea (1989),Romance   
6473,Half Moon Street (1986),Drama|Thril
6474,"Truce, The (a.k.a. La Tregua) (199
6475,Opportunity Knocks (1990),Comedy   
6476,Shattered (1991),Mystery|Thriller  
6477,"Song of Bernadette, The (1943)",Dr
6478,"Life and Times of Judge Roy Bean, 
6479,"Spirit of '76, The (1990)",Comedy|
6480,Thoroughly Modern Millie (1967),Com
6481,Where the Heart Is (1990),Comedy|Dr
6482,Dumb and Dumberer: When Harry Met L
6483,From Justin to Kelly (2003),Musical
6484,Hollywood Homicide (2003),Action|Cr
6485,Rugrats Go Wild! (2003),Adventure|A
6486,"Hard Word, The (2002)",Comedy|Crim
6487,"Heart of Me, The (2002)",Drama|Rom
6488,Jet Lag (Décalage horaire) (2002),C
6489,"Loco Love (Mi Casa, Su Casa) (2002
6490,Manito (2002),Drama                
6491,No Turning Back (2001),Adventure|Dr
6492,Tycoon (Oligarkh) (2002),Crime|Dram
6493,Alex and Emma (2003),Comedy|Drama|R
6494,On_Line (a.k.a. On Line) (2002),Dra
6495,Experiment in Terror (1962),Crime|T
6496,Ecstasy (Éxtasis) (1996),Drama     
6497,Is Paris Burning? (Paris brûle-t-il
6498,Murphy's War (1971),War            
6499,Orphans of the Storm (1921),Drama  
6500,"Satanic Rites of Dracula, The (197
6501,Strange Planet (1999),Comedy|Romanc
6502,28 Days Later (2002),Action|Horror|
6503,Charlie's Angels: Full Throttle (20
6504,Gasoline (Benzina) (2001),Crime    
6505,Ed and His Dead Mother (1993),Comed
6506,Fulltime Killer (Chuen jik sat sau)
6507,Just a Little Harmless Sex (1999),C
6508,"Bank, The (2001)",Thriller        
6509,Ali: Fear Eats the Soul (Angst esse
6510,"Bodies, Rest & Motion (1993)",Dram
6511,Jesus (1979),Drama                 
6512,"Long Ships, The (1963)",Adventure 
6513,Made for Each Other (1939),Comedy|D
6514,Ring of Terror (1962),Horror       
6515,You Only Live Once (1937),Crime|Fil
6516,Anastasia (1956),Drama             
6517,"Babe, The (1992)",Drama           
6518,Flight of the Intruder (1991),Actio
6519,Fun with Dick and Jane (1977),Comed
6520,Knights of the Round Table (1953),A
6521,"Main Event, The (1979)",Comedy    
6522,Man's Favorite Sport? (1964),Comedy
6523,Mr. Baseball (1992),Comedy|Romance 
6524,Never on Sunday (Pote tin Kyriaki) 
6525,Nuts (1987),Drama                  
6526,Rhapsody in August (Hachi-gatsu no 
6527,Scaramouche (1952),Adventure|Romanc
6528,Start the Revolution Without Me (19
6529,Strange Bedfellows (1965),Comedy   
6530,"Tenant, The (Locataire, Le) (1976)
6531,"Hour of the Pig, The (1993)",Crime
6532,Up the Sandbox (1972),Comedy       
6533,"What's Up, Doc? (1972)",Comedy    
6534,Hulk (2003),Action|Adventure|Sci-Fi
6535,"Legally Blonde 2: Red, White & Blo
6536,Sinbad: Legend of the Seven Seas (2
6537,Terminator 3: Rise of the Machines 
6538,Swimming Pool (2003),Drama|Mystery|
6539,Pirates of the Caribbean: The Curse
6540,Madame Satã (2002),Drama           
6541,"League of Extraordinary Gentlemen,
6542,"Cuckoo, The (Kukushka) (2002)",Com
6543,"Holy Land, The (2001)",Drama      
6544,"Housekeeper, The (femme de ménage,
6545,I Capture the Castle (2003),Drama|R
6546,Km. 0 - Kilometer Zero (Kilómetro c
6547,Northfork (2003),Drama|Fantasy     
6548,Bad Boys II (2003),Action|Comedy|Cr
6549,How to Deal (2003),Comedy|Drama|Rom
6550,Johnny English (2003),Action|Comedy
6551,"Anarchist Cookbook, The (2002)",Co
6552,Dirty Pretty Things (2002),Crime|Dr
6553,"Embalmer, The (Imbalsamatore, L') 
6554,Garage Days (2002),Comedy|Musical  
6555,On the Run (2002),Crime|Drama|Thril
6556,"Sea Is Watching, The (Umi wa mitei
6557,Born to Be Wild (1995),Adventure|Ch
6558,Curly Sue (1991),Comedy|Drama      
6559,Little Giants (1994),Children|Comed
6560,Loose Cannons (1990),Action|Comedy 
6561,"Mouse That Roared, The (1959)",Com
6562,Spencer's Mountain (1963),Comedy|Dr
6563,Masked & Anonymous (2003),Comedy|Dr
6564,Lara Croft Tomb Raider: The Cradle 
6565,Seabiscuit (2003),Drama            
6566,Spy Kids 3-D: Game Over (2003),Acti
6567,Buffalo Soldiers (2001),Comedy|Crim
6568,Camp (2003),Comedy|Musical         
6569,Hotel (2001),Comedy                
6570,"Lucía, Lucía (Hija del caníbal, La
6571,"Mondays in the Sun (Lunes al sol, 
6572,Scorched (2003),Comedy|Crime       
6573,Avanti! (1972),Comedy|Drama        
6574,Eve of Destruction (1991),Action|Sc
6575,Gator (1976),Action|Drama          
6576,Juggernaut (1974),Action|Thriller  
6577,Kickboxer 2: The Road Back (1991),A
6578,"Kiss Me, Stupid (1964)",Comedy    
6579,"One, Two, Three (1961)",Comedy    
6580,Possible Loves (Amores Possíveis) (
6581,"Private Life of Sherlock Holmes, T
6582,Remo Williams: The Adventure Begins
6583,"Blood of Heroes, The (Salute of th
6584,"What's Up, Tiger Lily? (1966)",Adv
6585,White Lightning (1973),Action|Crime
6586,American Wedding (American Pie 3) (
6587,Gigli (2003),Comedy|Crime|Romance  
6588,And Now... Ladies and Gentlemen... 
6589,Boys Life 4: Four Play (2003),Comed
6590,I'll Be There (2003),Comedy|Musical
6591,"Magdalene Sisters, The (2002)",Dra
6592,"Secret Lives of Dentists, The (200
6593,Freaky Friday (2003),Children|Comed
6594,Seaside (Bord de Mer) (2002),Drama 
6595,S.W.A.T. (2003),Action|Thriller    
6596,"Divorce, Le (2003)",Comedy|Drama|R
6597,"Princess Blade, The (Shura Yukihim
6598,Step Into Liquid (2002),Documentary
6599,Accattone (1961),Drama             
6600,...And God Spoke (1993),Comedy     
6601,Big Trouble (1986),Comedy          
6602,Brain Damage (1988),Comedy|Horror  
6603,"Double Life, A (1947)",Crime|Drama
6604,Hawks and Sparrows (Uccellacci e Uc
6605,"Man in the Glass Booth, The (1975)
6606,Purpose (2002),Drama               
6607,"Red Pony, The (1949)",Drama       
6608,Sex & the Other Man (1996),Comedy|D
6609,"Gospel According to St. Matthew, T
6610,"Honeymoon Killers, The (1970)",Cri
6611,Umberto D. (1952),Drama            
6612,Brother's Keeper (1992),Documentary
6613,"Day of the Dolphin, The (1973)",Dr
6614,I Love You to Death (1990),Comedy|C
6615,Freddy vs. Jason (2003),Action|Horr
6616,Grind (2003),Action|Comedy         
6617,Open Range (2003),Western          
6618,Shaolin Soccer (Siu lam juk kau) (2
6619,Uptown Girls (2003),Comedy         
6620,American Splendor (2003),Comedy|Dra
6621,"Backyard, The (2002)",Documentary 
6622,Carnages (a.k.a. Carnage) (2002),Dr
6623,Passionada (2002),Comedy|Romance   
6624,Agent Cody Banks (2003),Action|Adve
6625,Camp Nowhere (1994),Adventure|Child
6626,"Cemetery Club, The (1993)",Comedy|
6627,Changing Habits (1997),Comedy|Drama
6628,Hot Dog... The Movie (1984),Comedy 
6629,House of Wax (1953),Crime|Horror|My
6630,"Inn of the Sixth Happiness, The (1
6631,Man's Best Friend (1993),Horror|Sci
6632,Of Unknown Origin (1983),Horror    
6633,Prince of Jutland (a.k.a. Royal Dec
6634,Rowing with the Wind (Remando al vi
6635,"Rachel Papers, The (1989)",Drama|R
6636,"Sure Thing, The (1985)",Comedy|Rom
6637,Thrashin' (1986),Action|Drama      
6638,Valley Girl (1983),Comedy|Romance  
6639,Wait Until Dark (1967),Drama|Thrill
6640,Where the Rivers Flow North (1993),
6641,Code Unknown (Code inconnu: Récit i
6642,Showdown in Little Tokyo (1991),Act
6643,Tokyo Story (Tôkyô monogatari) (195
6644,"Green Ray, The (Rayon vert, Le) (1
6645,THX 1138 (1971),Action|Adventure|Dr
6646,Valley of the Dolls (1967),Drama   
6647,"Business of Fancydancing, The (200
6648,Chunhyang (2000),Drama|Musical|Roma
6649,Tunes of Glory (1960),Drama        
6650,Kind Hearts and Coronets (1949),Com
6651,Ash Wednesday (2002),Crime|Drama   
6652,Joe Kidd (1972),Western            
6653,"Keep, The (1983)",Horror|Thriller 
6654,Atragon (Kaitei Gunkan) (1963),Adve
6655,"Mysterians, The (Chikyu Boeigun) (
6656,Attack of the Puppet People (1958),
6657,"Beast from 20,000 Fathoms, The (19
6658,10 (1979),Comedy|Romance           
6659,Tremors (1990),Comedy|Horror|Sci-Fi
6660,"Red Shoes, The (1948)",Drama|Fanta
6661,Me & Isaac Newton (1999),Documentar
6662,"Pink Panther, The (1963)",Comedy|C
6663,"Pink Panther Strikes Again, The (1
6664,Commando (1985),Action|Adventure   
6665,Dracula (1979),Horror|Romance      
6666,"Discreet Charm of the Bourgeoisie,
6667,Waco: The Rules of Engagement (1997
6668,"Road Home, The (Wo de fu qin mu qi
6669,Ikiru (1952),Drama                 
6670,Comic Book Villains (2002),Comedy  
6671,"Angel at My Table, An (1990)",Dram
6672,War Photographer (2001),Documentary
6673,"Ay, Carmela! (¡Ay, Carmela!) (1990
6674,War and Peace (Jang Aur Aman) (2001
6675,Far (2001),Drama                   
6676,Incident at Oglala (1992),Documenta
6677,Predictions of Fire (Prerokbe Ognja
6678,"Handmaid's Tale, The (1990)",Drama
6679,Revolution OS (2001),Documentary   
6680,Live Nude Girls Unite! (2000),Docum
6681,All the Little Animals (1998),Drama
6682,Earth (1998),Drama|War             
6683,Fire (1996),Drama                  
6684,Death in Venice (Morte a Venezia) (
6685,Marci X (2003),Comedy|Musical      
6686,"Medallion, The (2003)",Action|Come
6687,My Boss's Daughter (2003),Comedy|Ro
6688,Autumn Spring (Babí léto) (2001),Co
6689,"Battle of Shaker Heights, The (200
6690,Don't Tempt Me (Sin noticias de Dio
6691,Dust (2001),Drama|Western          
6692,Stoked: The Rise and Fall of Gator 
6693,Venus Boyz (2001),Documentary      
6694,Suddenly (Tan de Repente) (2002),Co
6695,Jeepers Creepers 2 (2003),Horror|Th
6696,Bollywood/Hollywood (2002),Comedy|D
6697,Civil Brand (2002),Drama           
6698,Nola (2002),Drama                  
6699,Once Upon a Time in the Midlands (2
6700,"Other Side of the Bed, The (Otro l
6701,Zero Day (2002),Drama              
6702,Dickie Roberts: Former Child Star (
6703,"Order, The (2003)",Horror|Mystery|
6704,Home Room (2002),Drama             
6705,Party Monster (2003),Comedy|Crime|D
6706,Taking Sides (2001),Drama          
6707,Cabin Fever (2002),Horror|Thriller 
6708,Matchstick Men (2003),Comedy|Crime|
6709,Once Upon a Time in Mexico (2003),A
6710,Dummy (2002),Comedy|Drama|Romance  
6711,Lost in Translation (2003),Comedy|D
6712,Luster (2002),Comedy|Drama|Romance 
6713,Millennium Actress (Sennen joyû) (2
6714,So Close (Chik Yeung Tin Sai) (2002
6715,Children of the Night (1991),Horror
6716,Daisy Miller (1974),Drama          
6717,Enlightenment Guaranteed (Erleuchtu
6718,Gotcha! (1985),Comedy              
6719,Hard to Hold (1984),Drama|Romance  
6720,Kuffs (1992),Action|Comedy|Crime   
6721,Once Upon a Time in China (Wong Fei
6722,Once Upon a Time in China II (Wong 
6723,Once Upon a Time in China III (Wong
6724,Paper Moon (1973),Comedy|Crime|Dram
6725,Sgt. Pepper's Lonely Hearts Club Ba
6726,"Song for Martin, A (Sång för Marti
6727,Targets (1968),Crime|Thriller      
6728,"Ugly American, The (1963)",Drama  
6729,"Bostonians, The (1984)",Drama|Roma
6730,Convoy (1978),Action|Comedy|Drama  
6731,Day of the Dead (1985),Horror|Sci-F
6732,"Hello, Dolly! (1969)",Comedy|Music
6733,I'm Going Home (Je rentre à la mais
6734,Memoirs of an Invisible Man (1992),
6735,"Rose, The (1979)",Drama           
6736,See No Evil (1971),Crime|Drama|Horr
6737,Super Sucker (2002),Comedy         
6738,Indiscretion of an American Wife (a
6739,At War with the Army (1950),Comedy|
6740,Bingo (1991),Adventure|Comedy      
6741,God told Me To (1976),Crime|Horror|
6742,"I, Madman (1989)",Horror          
6743,Jungle Book (1942),Adventure|Fantas
6744,Once Bitten (1985),Comedy|Horror   
6745,"Shrimp on the Barbie, The (1990)",
6746,Squirm (1976),Horror|Romance       
6747,"Adventures of Huckleberry Finn, Th
6748,"Brood, The (1979)",Horror         
6749,"Prince and the Pauper, The (1937)"
6750,Anything Else (2003),Comedy|Drama|R
6751,Cold Creek Manor (2003),Drama|Thril
6752,"Fighting Temptations, The (2003)",
6753,Secondhand Lions (2003),Children|Co
6754,Underworld (2003),Action|Fantasy|Ho
6755,Bubba Ho-tep (2002),Comedy|Horror  
6756,Casa de los babys (2003),Drama     
6757,Demonlover (2002),Crime|Drama|Myste
6758,Emerald Cowboy (2002),Documentary|D
6759,Close Your Eyes (Hypnotic) (Doctor 
6760,In This World (2002),Adventure|Dram
6761,Tibet: Cry of the Snow Lion (2002),
6762,Yossi & Jagger (2002),Drama|Romance
6763,Duplex (2003),Comedy|Crime         
6764,"Rundown, The (2003)",Action|Advent
6765,Under the Tuscan Sun (2003),Comedy|
6766,Camera Obscura (2000),Crime|Drama|T
6767,Kart Racer (2003),Drama            
6768,Luther (2003),Drama                
6769,Mambo Italiano (2003),Comedy       
6770,My Life Without Me (2003),Drama|Rom
6771,Dorm Daze (National Lampoon Present
6772,To Be and to Have (Être et avoir) (
6773,"Triplets of Belleville, The (Les t
6774,Videodrome (1983),Fantasy|Horror|Sc
6775,Life and Debt (2001),Documentary   
6776,Lagaan: Once Upon a Time in India (
6777,Judgment at Nuremberg (1961),Drama 
6778,Journey of Hope (Reise der Hoffnung
6779,"Same Time, Next Year (1978)",Comed
6780,"Brief History of Time, A (1991)",D
6781,"Jacob the Liar (Jakob, der Lügner)
6782,Leningrad Cowboys Go America (1989)
6783,"Rules of the Game, The (La règle d
6784,"Song Remains the Same, The (1976)"
6785,Seven Brides for Seven Brothers (19
6786,Kiss of the Spider Woman (1985),Dra
6787,All the President's Men (1976),Dram
6788,Angie (1994),Comedy|Drama|Romance  
6789,"Apartment, The (Appartement, L') (
6790,Avalon (2001),Drama|Fantasy|Sci-Fi 
6791,Babette's Feast (Babettes gæstebud)
6792,"Barber of Siberia, The (Sibirskij 
6793,Beethoven (1992),Children|Comedy|Dr
6794,Beethoven's 2nd (1993),Children|Com
6795,Black Moon Rising (1986),Action|Cri
6796,Boyz N the Hood (1991),Crime|Drama 
6797,Bugsy (1991),Crime|Drama           
6798,Bugsy Malone (1976),Children|Comedy
6799,By the Sword (1991),Drama          
6800,Cobra (1986),Action|Crime          
6801,"Common Wealth (Comunidad, La) (200
6802,Consenting Adults (1992),Thriller  
6803,Phenomena (a.k.a. Creepers) (1985),
6804,Crimewave (1985),Comedy|Crime      
6805,Crying Freeman (1995),Action|Crime|
6806,Time and Tide (Seunlau Ngaklau) (20
6807,Monty Python's The Meaning of Life 
6808,Where Eagles Dare (1968),Action|Adv
6809,Tightrope (1984),Thriller          
6810,Sleeping with the Enemy (1991),Dram
6811,PCU (1994),Comedy                  
6812,"Rookie, The (1990)",Action|Comedy|
6813,"Ghost and Mr. Chicken, The (1966)"
6814,City Heat (1984),Action|Comedy     
6815,Into the Night (1985),Action|Comedy
6816,Three O'Clock High (1987),Comedy   
6817,"White Hunter, Black Heart (1990)",
6818,Come and See (Idi i smotri) (1985),
6819,"Rage in Harlem, A (1991)",Crime   
6820,Ginger Snaps (2000),Drama|Horror|Th
6821,More American Graffiti (1979),Comed
6822,"Ballad of Little Jo, The (1993)",D
6823,Under Suspicion (1992),Crime|Drama|
6824,Ruby (1992),Crime|Drama            
6825,"Reluctant Astronaut, The (1967)",C
6826,"Shakiest Gun in the West, The (196
6827,It's Pat (1994),Comedy             
6828,"Sunday in the Country, A (Un diman
6829,"Gun in Betty Lou's Handbag, The (1
6830,Sudden Fear (1952),Film-Noir|Horror
6831,Nobody's Baby (2001),Comedy        
6832,Regarding Henry (1991),Drama       
6833,"Debut, The (2000)",Comedy|Drama   
6834,Wilder Napalm (1993),Comedy|Fantasy
6835,Alien Contamination (1980),Action|H
6836,"Amazing Transparent Man, The (1960
6837,Love Affair (1939),Comedy|Drama|Rom
6838,Once in the Life (2000),Crime|Drama
6839,All I Want (Try Seventeen) (2002),C
6840,"Hospital, The (1971)",Comedy|Drama
6841,Article 99 (1992),Comedy|Drama     
6842,Images (1972),Drama|Fantasy|Horror 
6843,Eureka (1986),Drama                
6844,Oleanna (1994),Drama               
6845,Chattahoochee (1989),Drama         
6846,Tough Guys Don't Dance (1987),Drama
6847,There Goes My Baby (1994),Comedy|Dr
6848,Kingdom of the Spiders (1977),Horro
6849,Scrooge (1970),Drama|Fantasy|Musica
6850,Leap of Faith (1992),Comedy|Drama  
6851,"Gas, Food, Lodging (1992)",Drama|R
6852,In Cold Blood (1967),Crime|Drama   
6853,Campus Man (1987),Comedy           
6854,"Bedford Incident, The (1965)",Dram
6855,"Murderous Maids (Blessures assassi
6856,Yankee Doodle Dandy (1942),Drama|Mu
6857,Ninja Scroll (Jûbei ninpûchô) (1995
6858,Knife in the Water (Nóz w wodzie) (
6859,"Devil and Daniel Webster, The (All
6860,Mobsters (1991),Crime|Drama        
6861,Charlotte Sometimes (2002),Drama|Ro
6862,Out of Time (2003),Crime|Drama|Thri
6863,School of Rock (2003),Comedy|Musica
6864,"Concert for George, The (2003)",Do
6865,"Event, The (2003)",Drama          
6866,Nine Dead Gay Guys (2003),Comedy|Cr
6867,"Station Agent, The (2003)",Comedy|
6868,Wonderland (2003),Crime|Drama|Myste
6869,Bus 174 (Ônibus 174) (2002),Crime|D
6870,Mystic River (2003),Crime|Drama|Mys
6871,Good Boy! (2003),Children|Comedy|Sc
6872,"House of the Dead, The (2003)",Act
6873,Intolerable Cruelty (2003),Comedy|R
6874,Kill Bill: Vol. 1 (2003),Action|Cri
6875,Dopamine (2003),Comedy|Drama|Romanc
6876,"Flower of Evil, The (Fleur du mal,
6877,Girls Will Be Girls (2003),Comedy  
6878,"Porn Theater (Chatte à deux têtes,
6879,Runaway Jury (2003),Drama|Thriller 
6880,"Texas Chainsaw Massacre, The (2003
6881,Pieces of April (2003),Comedy|Drama
6882,Returner (Ritaanaa) (2002),Action|A
6883,Sylvia (2003),Drama|Romance        
6884,Veronica Guerin (2003),Crime|Drama|
6885,In the Cut (2003),Crime|Drama|Myste
6886,Beyond Borders (2003),Drama|Romance
6887,Radio (2003),Drama                 
6888,Scary Movie 3 (2003),Comedy|Horror 
6889,Brother Bear (2003),Adventure|Anima
6890,Elephant (2003),Drama              
6891,Gypsy 83 (2001),Drama              
6892,"Singing Detective, The (2003)",Com
6893,"Italian Job, The (1969)",Action|Co
6894,Impulse (1984),Mystery|Sci-Fi|Thril
6895,Normal (2003),Drama                
6896,Shoah (1985),Documentary|War       
6897,Unconditional Love (2002),Comedy|Dr
6898,Sweet Sixteen (2002),Drama         
6899,Alien from L.A. (1988),Sci-Fi      
6900,Black Sunday (1977),Action|Drama|Th
6901,Men of Respect (1991),Crime|Drama|T
6902,Interstate 60 (2002),Adventure|Come
6903,Lipstick (1976),Drama              
6905,Storyville (1992),Drama|Thriller   
6906,That Was Then... This Is Now (1985)
6907,Holy Matrimony (1994),Comedy|Crime 
6908,"Black Scorpion, The (1957)",Sci-Fi
6909,"Eye, The (Gin gwai) (Jian gui) (20
6910,Kronos (a.k.a. Captain Kronos: Vamp
6911,"Jolson Story, The (1946)",Musical 
6912,You'll Never Get Rich (1941),Comedy
6913,Frankenstein and the Monster from H
6914,Preaching to the Perverted (1997),C
6915,Chicago Joe and the Showgirl (1990)
6916,"Magic Sword, The (1962)",Drama|Fan
6917,Promised Land (1987),Drama         
6918,"Unvanquished, The (Aparajito) (195
6919,"Hired Hand, The (1971)",Western   
6920,"Cercle Rouge, Le (Red Circle, The)
6921,Man of Marble (Czlowiek z Marmuru) 
6923,Sherlock Holmes and the Voice of Te
6924,Sherlock Holmes Faces Death (1943),
6925,Sherlock Holmes in Washington (1943
6926,"Solid Gold Cadillac, The (1956)",C
6927,"Human Stain, The (2003)",Drama|Rom
6928,"Die, Mommie, Die (2003)",Comedy   
6929,Dirt (2001),Comedy|Crime           
6930,Girlhood (2003),Documentary        
6931,Mail Order Bride (2003),Comedy     
6932,Shattered Glass (2003),Crime|Drama 
6933,Suspended Animation (2001),Thriller
6934,"Matrix Revolutions, The (2003)",Ac
6935,"Revolution Will Not Be Televised, 
6936,Elf (2003),Children|Comedy|Fantasy 
6937,Anything But Love (a.k.a. Standard 
6938,Billabong Odyssey (2003),Documentar
6939,Gloomy Sunday (Ein Lied von Liebe u
6940,In My Skin (Dans ma Peau) (2002),Dr
6941,Just an American Boy (2003),Documen
6942,Love Actually (2003),Comedy|Drama|R
6943,Love Forbidden (Défense d'aimer) (2
6944,Father of the Bride (1991),Comedy  
6945,My Architect: A Son's Journey (2003
6946,Looney Tunes: Back in Action (2003)
6947,Master and Commander: The Far Side 
6948,Tupac: Resurrection (2003),Document
6949,"Big Empty, The (2003)",Comedy|Myst
6950,"Missing, The (2003)",Adventure|Thr
6951,"Cat in the Hat, The (2003)",Childr
6952,Gothika (2003),Horror|Thriller     
6953,21 Grams (2003),Crime|Drama|Mystery
6954,"Barbarian Invasions, The (Les inva
6955,Blindness (2003),Drama|Thriller    
6956,Blue Gate Crossing (Lan se da men) 
6957,Bad Santa (2003),Comedy|Crime      
6958,"Haunted Mansion, The (2003)",Child
6959,Timeline (2003),Action|Adventure|Sc
6960,Marquis (1989),Drama               
6961,Damage (Fatale) (1992),Drama       
6962,OT: Our Town (2002),Documentary    
6963,Devil's Playground (2002),Documenta
6964,Dance with a Stranger (1985),Crime|
6965,Journeys with George (2002),Documen
6966,Darkman (1990),Action|Crime|Fantasy
6967,Dead of Night (1945),Horror|Mystery
6968,Death Machine (1995),Action|Sci-Fi 
6969,"Dernier Combat, Le (Last Battle, T
6970,Desk Set (1957),Comedy|Romance     
6971,Europa (Zentropa) (1991),Drama|Thri
6972,"Watermelon Woman, The (1996)",Docu
6973,Final Analysis (1992),Drama|Romance
6974,"Freshman, The (1990)",Comedy|Crime
6975,Funny Games (1997),Drama|Horror|Thr
6976,Tales from the Crypt (1972),Horror 
6977,New Jack City (1991),Action|Crime|D
6978,Slacker (1991),Comedy|Drama        
6979,WarGames (1983),Drama|Sci-Fi|Thrill
6980,Mr. Hobbs Takes a Vacation (1962),C
6981,"Ordet (Word, The) (1955)",Drama   
6982,Forbidden Games (Jeux interdits) (1
6983,Jane Eyre (1944),Drama|Romance     
6984,"Tale of Two Cities, A (1935)",Dram
6985,"Passion of Joan of Arc, The (Passi
6986,Ben-Hur: A Tale of the Christ (1925
6987,"Cabinet of Dr. Caligari, The (Cabi
6988,Broken Blossoms or The Yellow Man a
6989,Gorky Park (1983),Crime|Drama|Thril
6990,The Great Train Robbery (1978),Acti
6991,"Greystoke: The Legend of Tarzan, L
6992,Guarding Tess (1994),Comedy|Drama  
6993,Hannah and Her Sisters (1986),Comed
6994,"Hard Way, The (1991)",Action|Comed
6995,Hercules in New York (1970),Action|
6996,Highlander II: The Quickening (1991
6997,Hoffa (1992),Crime|Drama           
6998,House of Cards (1993),Drama        
6999,Housesitter (1992),Comedy|Romance  
7000,Hudson Hawk (1991),Action|Adventure
7001,Invasion of the Body Snatchers (197
7002,Mindwalk (1990),Drama              
7003,Kafka (1991),Comedy|Drama|Mystery|S
7004,Kindergarten Cop (1990),Action|Come
7005,King Ralph (1991),Comedy           
7006,Knight Moves (1992),Mystery|Thrille
7007,"Last Boy Scout, The (1991)",Action
7008,Last Tango in Paris (Ultimo tango a
7009,Lorenzo's Oil (1992),Drama         
7010,"Lover, The (Amant, L') (1992)",Dra
7011,"Bullfighter, The (Matador) (1986)"
7012,Mr. Destiny (1990),Comedy|Fantasy  
7013,"Night of the Hunter, The (1955)",D
7014,Nowhere to Run (1993),Action|Romanc
7015,Only the Lonely (1991),Comedy|Roman
7016,Over the Top (1987),Action|Drama   
7017,Passenger 57 (1992),Action|Thriller
7018,Presumed Innocent (1990),Crime|Dram
7019,Project X (1987),Comedy|Drama      
7020,Proof (1991),Comedy|Drama|Romance  
7021,Pure Luck (1991),Comedy|Crime      
7022,Battle Royale (Batoru rowaiaru) (20
7023,"Wedding Banquet, The (Xi yan) (199
7024,"Salo, or The 120 Days of Sodom (Sa
7025,"Midnight Clear, A (1992)",Drama|Wa
7026,Summer School (1987),Comedy        
7027,Silverado (1985),Action|Western    
7028,Quick Change (1990),Comedy|Crime   
7029,Rabid (1977),Horror|Thriller       
7030,Radio Flyer (1992),Drama           
7031,"Real McCoy, The (1993)",Action|Cri
7032,Revenge (1990),Drama|Romance|Thrill
7033,"Secret of My Succe$s, The (a.k.a. 
7034,Show Me Love (Fucking Åmål) (1998),
7035,Streets of Fire (1984),Action|Roman
7036,Teen Wolf (1985),Comedy|Fantasy    
7037,High Heels (Tacones lejanos) (1991)
7038,Things You Can Tell Just by Looking
7039,Thunderheart (1992),Crime|Mystery|T
7040,To Live and Die in L.A. (1985),Acti
7041,Trapped in Paradise (1994),Comedy|C
7042,Betty Blue (37°2 le matin) (1986),D
7043,Vivre sa vie: Film en douze tableau
7044,Wild at Heart (1990),Crime|Drama|My
7045,"Witches, The (1990)",Children|Fant
7046,"Witches of Eastwick, The (1987)",C
7047,Year of the Dragon (1985),Action|Cr
7048,Nothing to Lose (1997),Action|Adven
7049,Flying Down to Rio (1933),Comedy|Mu
7050,Follow the Fleet (1936),Comedy|Musi
7051,"What's New, Pussycat (1965)",Comed
7052,Mary of Scotland (1936),Drama      
7053,Roberta (1935),Comedy|Musical|Roman
7054,Little Women (1949),Drama          
7055,Swing Time (1936),Comedy|Musical|Ro
7056,"Public Enemy, The (1931)",Action|C
7057,"Midsummer Night's Dream, A (1935)"
7058,Life with Father (1947),Comedy     
7059,National Velvet (1944),Children|Dra
7060,Jesus Christ Superstar (1973),Drama
7061,Dark Victory (1939),Drama|Romance  
7062,Birdman of Alcatraz (1962),Drama   
7063,"Aguirre: The Wrath of God (Aguirre
7064,Beauty and the Beast (La belle et l
7065,"Birth of a Nation, The (1915)",Dra
7066,"Blue Kite, The (Lan feng zheng) (1
7067,Juliet of the Spirits (Giulietta de
7068,Last Year at Marienbad (L'Année der
7069,"Macbeth (a.k.a. Tragedy of Macbeth
7070,Red River (1948),Action|Adventure|W
7071,"Woman Under the Influence, A (1974
7072,Stagecoach (1939),Action|Drama|Roma
7073,"Shot in the Dark, A (1964)",Comedy
7074,"Navigator, The (1924)",Comedy     
7075,"Court Jester, The (1956)",Adventur
7076,Bullitt (1968),Action|Crime|Drama|T
7077,Way Down East (1920),Drama|Romance 
7078,Jezebel (1938),Drama               
